지점,일시,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C),평균 최대 파고(m),평균 유의 파고(m),최고 유의 파고(m),최고 최대 파고(m),평균 파주기(sec),최고 파주기(sec)
22184,2016-05-28,3.4,1008.8,91,16.8,17.9,.6,.3,.5,.8,4,16
22184,2016-05-29,3.7,1005.6,90,16.8,17.9,.6,.3,.6,1,4.2,9.1
22184,2016-05-30,5.6,1007.6,90,17.1,17.8,1,.5,.7,1.1,2.7,3.6
22184,2016-05-31,2.5,1008.5,87,17.6,18.3,.6,.3,.4,.9,4.1,7.1
22184,2016-06-01,6,1006.2,86,17.9,18,1.3,.7,1.6,2.8,3.2,5.8
22184,2016-06-02,3.6,1011.1,82,17.9,18.3,1.8,1,1.4,2.6,4,7.1
22184,2016-06-03,4.6,1010.5,84,18.3,18.3,1,.6,.8,1.4,3.5,8
22184,2016-06-04,7.1,1007,89,17.7,18.3,1.6,1,1.6,2.5,3,5.3
22184,2016-06-05,3,1010.3,89,18,18.3,1.6,1,1.5,2.4,3.9,7.1
22184,2016-06-06,4.5,1012,92,17.7,18.1,1.5,.9,1.3,2.1,3.6,7.1
22184,2016-06-07,2.7,1010.8,96,17.9,18.6,.8,.4,.8,1.2,2.9,5.8
22184,2016-06-08,1.3,1010,91,18.6,19.2,.4,,.3,.5,3.3,6.4
22184,2016-06-09,1.7,1010.9,92,18.8,19,.4,,.2,.5,2.8,6.4
22184,2016-06-10,4.3,1012,94,19.6,20.1,.6,.3,.6,1,2.5,3.8
22184,2016-06-11,4.4,1010.1,96,20,20.8,.7,.4,.6,1.1,2.7,3.6
22184,2016-06-12,4,1005.9,98,20,20.4,.6,.3,.4,.9,3.2,4.9
22184,2016-06-13,3.9,1002.8,90,19.9,20.5,1.1,.6,.7,1.3,4.2,8
22184,2016-06-14,2.4,1004,82,20,21.2,1.2,.7,.9,1.5,4.9,9.1
22184,2016-06-15,5.3,1001.9,90,21.2,20.7,1.8,1,1.2,2.1,3.6,8
22184,2016-06-16,5.5,1002,91,19.9,20.6,1.4,.8,1,1.8,3.4,8
22184,2016-06-17,3.3,1009.1,85,20.6,21.3,1.3,.7,.8,1.6,4.2,8
22184,2016-06-18,4.6,1011.3,92,21,21.3,1.3,.7,.9,1.5,3.7,6.4
22184,2016-06-19,2.7,1008.7,96,21.8,21.9,1.2,.7,.9,1.7,2.9,5.3
22184,2016-06-20,5.5,1005.6,95,22.2,22.1,1.5,.9,1.7,2.8,3,5.8
22184,2016-06-21,3.1,1007.1,95,21.2,21.8,1.4,.8,1.2,1.9,3.5,6.4
22184,2016-06-22,5.1,1003.8,97,21.3,21.7,1.4,.9,1.1,1.9,3.5,6.4
22184,2016-06-23,5,1005.9,93,21.7,21.9,1.5,.9,1.1,1.7,3.8,7.1
22184,2016-06-24,6.6,1001,94,21.8,21.5,1.9,1.1,1.6,2.5,3.3,6.4
22184,2016-06-25,5.4,1007.5,90,21.1,21.2,1.8,1.1,1.2,2.1,3.4,3.8
22184,2016-06-26,4.5,1010.9,94,20.9,21.2,1.6,.9,1.5,2.6,3,5.8
22184,2016-06-27,2.8,1010.1,89,20,21.5,.7,.4,.7,1.1,2.5,5.8
22184,2016-06-28,6.4,1010.5,86,20.3,21.7,1.2,.7,1,1.6,2.4,4.6
22184,2016-06-29,4.3,1010.8,97,20.6,21.2,1.2,.7,.8,1.7,2.6,3.8
22184,2016-06-30,5.2,1010.9,92,22.4,22,1.3,.7,1,1.9,3.7,6.4
22184,2016-07-01,8.3,1006.8,95,23.1,22.2,2.1,1.3,2.4,3.5,2.9,5.8
22184,2016-07-02,6.6,1008.9,96,22.1,22,3.1,1.9,3.1,5.3,4.6,7.1
22184,2016-07-03,4.8,1006.1,95,21.8,22,1.6,.9,1.2,2.1,3.5,7.1
22184,2016-07-04,7.7,1008.9,97,23.6,22.4,1.7,1,1.2,2.2,3,5.8
22184,2016-07-05,8,1011.8,96,24.3,22.9,2.1,1.3,1.4,2.4,3.3,5.8
22184,2016-07-06,5.3,1014.5,97,24,23.5,1.3,.8,1.2,2,3.2,5.8
22184,2016-07-07,,,,,,,,.6,.9,,3
22184,2016-07-23,,,,,,,,1,,,4.3
22184,2016-07-24,3.4,1010.3,92,26.3,27.6,,.5,.6,1.1,3.1,5.3
22184,2016-07-25,2.7,1010.9,86,27.6,28.7,.8,.5,.6,1.2,2.9,5.3
22184,2016-07-26,4.5,1008,84,28.3,28.8,.9,.5,.7,1.3,2.7,4.3
22184,2016-07-27,7.7,1005.9,86,28.5,28.6,1.9,1.2,1.4,2.6,3.4,5.8
22184,2016-07-28,6,1006.9,89,28.3,28.7,1.5,.9,1.3,2,3.1,5.3
22184,2016-07-29,5.3,1009.2,88,28.3,28.5,1.2,.7,.8,1.5,3,4.9
22184,2016-07-30,3.4,1010.9,84,28.4,28.9,1,.5,.7,1.2,2.9,4.6
22184,2016-07-31,1.9,1011.1,81,28.5,29.3,.6,.3,.6,1.1,2.7,4.6
22184,2016-08-01,1.8,1009.9,73,28.6,29.7,.5,.2,.3,.6,3.2,5.8
22184,2016-08-02,2.4,1008.4,80,28.1,30.4,.8,.4,.8,1.5,5,10.7
22184,2016-08-03,3.1,1008.3,85,27.3,29.3,1.3,.7,.9,1.5,5.8,9.1
22184,2016-08-04,7.3,1008,87,27.7,29,1.6,.9,1.2,2.1,3.6,5.8
22184,2016-08-05,7.2,1008.9,89,27.2,28.7,1.4,.9,1.2,2,2.8,4.9
22184,2016-08-06,5.7,1007.6,89,27,29.1,1,.6,.7,1.2,2.8,4.6
22184,2016-08-07,3.2,1007,83,28.1,29.9,.6,.3,.4,.8,2.8,5.8
22184,2016-08-08,3.4,1006.8,78,28.5,30.1,.6,.3,.4,1,3.9,6.4
22184,2016-08-09,6.2,1007.4,87,28.1,29.9,1.2,.7,1.1,2,3.4,7.1
22184,2016-08-10,5.6,1009.3,83,28.3,29.7,1.3,.8,1,1.8,2.8,4.6
22184,2016-08-11,1.9,1009.4,83,28.8,29.7,.7,.4,.4,1,3.9,5.8
22184,2016-08-12,2.5,1007.6,77,28.8,30.9,.7,.3,.5,.9,4.5,8
22184,2016-08-13,3.3,1006.3,80,28.4,31.2,.7,.4,.6,1,4.1,8
22184,2016-08-14,4.2,1005.2,79,28.7,31.2,.8,.4,.5,1,5,8
22184,2016-08-15,4,1002.8,80,28.6,31.1,.7,.3,.5,.9,4.2,8
22184,2016-08-16,4.4,1002.1,75,27.7,30.5,.8,.4,.5,1,2.9,6.4
22184,2016-08-17,3.4,1003,77,28,30.3,.8,.5,.8,1.3,3.4,5.8
22184,2016-08-18,6.9,1004.7,80,28.7,30.2,1.2,.7,.9,1.7,2.6,4.3
22184,2016-08-19,6.1,1005.4,84,28.7,30.4,1.2,.7,.9,1.7,2.8,4.9
22184,2016-08-20,5.9,1005.2,82,28.4,30.5,1.1,.6,.9,1.8,3.2,4.9
22184,2016-08-21,5.4,1005.3,75,28.2,30.1,1.3,.8,1.1,1.8,4,7.1
22184,2016-08-22,2.8,1006,83,28.1,30.2,1.1,.6,.9,1.6,3.6,7.1
22184,2016-08-23,4.9,1005.6,81,27.9,30,1.1,.6,.9,1.5,3.5,7.1
22184,2016-08-24,7.9,1005.6,78,27.5,29.6,1.9,1.1,1.4,2.3,4.2,6.4
22184,2016-08-25,4.3,1005.3,76,27.3,29,1.3,.7,1,2,3.8,6.4
22184,2016-08-26,5.8,1005.9,80,27.1,30.2,1.5,.8,2.5,3.9,4.4,8
22184,2016-08-27,11.8,1006.5,81,24,27.4,3.7,2.2,2.6,5,4.7,7.1
22184,2016-08-28,9.1,1002,79,22.3,25.1,2.5,1.6,1.9,3,3.9,5.8
22184,2016-08-29,8.8,1002.7,71,23.1,24.7,2.4,1.4,1.8,3.3,3,4.9
22184,2016-08-30,10.1,998.6,68,24,24.5,3.2,2,2.6,4.5,4.1,7.1
22184,2016-08-31,8.6,998.8,75,24.2,23.1,3.6,2.1,2.6,4.5,4.9,9.1
22184,2016-09-01,8.1,1002.6,84,25.2,25.2,2.5,1.5,2.1,3.5,4.3,7.1
22184,2016-09-02,6,1004.7,89,23,25.3,1.7,1.1,1.4,2.4,3.2,5.8
22184,2016-09-03,2.8,1007.6,85,23.5,25.5,1.1,.6,1.1,2,4.4,5.8
22184,2016-09-04,4.3,1009.5,87,24.7,25.6,.9,.5,.7,1.2,3.4,7.1
22184,2016-09-05,3.6,1010,84,24.3,25.8,1,.6,.7,1.3,3.8,6.4
22184,2016-09-06,4.1,1009,81,23.9,25.8,.7,.4,.6,1.2,3.3,5.8
22184,2016-09-07,4.6,1006.2,83,24,25.7,.9,.4,.7,1.4,5,10.7
22184,2016-09-08,3.5,1007.6,72,24.2,25.9,.9,.5,.7,1.2,3.3,5.3
22184,2016-09-09,5.3,1010.3,80,23.6,25.6,1.3,.7,1,2.1,3.3,4.9
22184,2016-09-10,2.7,1011.5,80,23.5,25.6,.7,.4,.5,1,4.8,9.1
22184,2016-09-11,4.9,1013.5,86,24,25.5,.9,.5,.7,1.4,3.5,5.8
22184,2016-09-12,4.9,1015.3,82,22.9,25.6,1.5,.8,1,1.9,3.5,5.8
22184,2016-09-13,3.2,1017.3,77,23.8,25.7,1.2,.7,.9,1.5,4.6,7.1
22184,2016-09-14,4.8,1017.3,77,24,25.5,1.1,.7,.8,1.6,4.3,10.7
22184,2016-09-15,4.1,1015.7,80,23.9,25.2,1.4,.8,1.2,2,7.2,12.8
22184,2016-09-16,7.1,1012.6,86,23.8,24.9,1.9,1.1,1.4,2.5,5.2,10.7
22184,2016-09-17,7.2,1006.3,91,25.1,24.9,2.3,1.4,1.9,3.5,3.8,6.4
22184,2016-09-18,8.1,1007.4,89,23.4,24.8,2.7,1.7,2.8,4.5,5.6,10.7
22184,2016-09-19,7.8,1009.1,77,22.7,24.1,3.1,1.9,2.3,3.8,4.7,8
22184,2016-09-20,4,1013.6,63,21.8,23.6,2.6,1.5,2.6,4.4,5.6,9.1
22184,2016-09-21,5.1,1018.9,66,21.7,23.5,1.6,1,1.3,2.2,4.5,6.4
22184,2016-09-22,3.6,1017.5,68,21.9,24.3,1.4,.9,1.2,1.9,3.7,7.1
22184,2016-09-23,3.3,1016.5,76,21.9,24.3,1,.6,.7,1.1,3.7,6.4
22184,2016-09-24,5.1,1015.3,82,22.3,24.3,1.1,.6,.8,1.4,3.4,5.8
22184,2016-09-25,5.5,1015.2,86,22.7,24.3,1.2,.6,.8,1.4,2.9,4.3
22184,2016-09-26,7.2,1014.3,91,23.5,24.4,1.4,.8,1,1.7,2.6,5.3
22184,2016-09-27,6.4,1014,93,23.9,24.7,1.4,.8,1,1.7,2.9,8
22184,2016-09-28,6.8,1013.1,91,22.6,24.7,2.1,1.2,1.8,3,6.8,12.8
22184,2016-09-29,10.1,1015.5,88,21.8,24.3,3.6,2.1,3,5.2,5.8,10.7
22184,2016-09-30,10.1,1019.7,89,21,23.3,2.9,1.8,2.3,3.8,4.3,6.4
22184,2016-10-01,8.6,1015.7,92,21.7,23.3,1.8,1,1.2,2.3,3.4,8
22184,2016-10-02,7,1013.2,92,23.8,24,1.5,.9,1.2,2,2.8,5.3
22184,2016-10-03,4.7,1009.8,93,23.8,24.3,.9,.5,.7,1.3,3,5.8
22184,2016-10-04,9.3,1011.1,86,23.3,24.8,2.5,1.5,4.1,6.3,3.6,7.1
22184,2016-10-05,11.6,1009.9,86,22.1,24.5,4.1,2.5,4.8,8.2,4.6,9.1
22184,2016-10-06,6.8,1018.9,74,21,23.5,1.9,1.2,1.5,2.7,3.9,7.1
22184,2016-10-07,9.9,1018.1,83,21.6,22.4,2.7,1.7,2.3,3.5,4.4,8
22184,2016-10-08,8.1,1013.7,83,20.7,22,2.2,1.3,2.2,4,3.3,5.8
22184,2016-10-09,10.3,1017.4,64,16.8,22,3.4,2,2.7,4.9,4.4,7.1
22184,2016-10-10,6.1,1018.8,65,17.6,22.9,2,1.2,1.8,3.1,3.7,8
22184,2016-10-11,4.9,1019.1,68,19,22.5,1.8,1.1,1.3,2.3,4.5,7.1
22184,2016-10-12,7,1020.7,69,19.1,22.5,1.6,.9,1.2,1.9,2.4,3.8
22184,2016-10-13,5.2,1021.5,71,19.2,21.5,1.3,.7,1,1.6,2.7,4
22184,2016-10-14,6.4,1023,78,19.9,22.1,1.3,.8,1.1,1.9,3.2,5.8
22184,2016-10-15,7.9,1023,77,20.4,21.7,2.2,1.3,1.9,3.8,3.9,7.1
22184,2016-10-16,6,1017.7,89,20.9,21.4,1.6,.9,1.6,2.3,3.8,5.8
22184,2016-10-17,5.1,1016.9,83,19.9,21.6,1.3,.8,1.3,2.1,3.8,9.1
22184,2016-10-18,4.5,1018.6,79,19.1,21.3,1.1,.7,.9,1.7,5.7,10.7
22184,2016-10-19,3.4,1017.6,85,19.9,21.4,.9,.5,.7,1.3,4.3,9.1
22184,2016-10-20,4.2,1017.4,77,19.4,21.2,.8,.4,.9,1.4,4,7.1
22184,2016-10-21,12.5,1021.8,82,19.8,20.9,4,2.5,3.3,5.5,4.6,8
22184,2016-10-22,8.6,1027,83,18.9,21.4,3,1.8,2.6,5.1,5,7.1
22184,2016-10-23,9.8,1023.3,76,19.3,20.8,3.1,1.9,2.6,4.1,4.5,8
22184,2016-10-24,9.1,1017.5,75,18.5,20.5,2.9,1.7,2.1,3.9,4.2,8
22184,2016-10-25,7.6,1013.1,78,19.2,20.7,2.2,1.3,1.7,3,3.4,6.4
22184,2016-10-26,5.4,1018.4,74,17.7,20.6,1.5,.9,1.3,2.2,3.6,5.3
22184,2016-10-27,9.7,1019.9,75,20.4,20.3,2.7,1.6,3,6.3,5.5,8
22184,2016-10-28,10,1014.4,83,19.2,20.2,3.3,2,2.8,4.4,6.2,8
22184,2016-10-29,10.2,1024.6,60,,20,3.5,2.1,2.5,4.6,7,9.1
22184,2016-10-30,7,1028,,,19.9,2.1,1.2,2.1,3.3,6,8
22184,2016-10-31,6.3,1025.7,,,19.3,1.2,.8,2,2.9,4.6,7.1
22184,2016-11-01,10.1,1029.4,,,18.8,3,1.9,2.4,3.9,5.8,8
22184,2016-11-02,6.2,1027.9,,,18.2,1.5,.9,1.5,2.6,4.3,6.4
22184,2016-11-03,4.7,1023.5,,,18.2,1.3,.8,1.1,1.7,5.3,7.1
22184,2016-11-04,4.1,1018.2,,,17.9,.9,.6,.9,1.5,4.3,5.8
22184,2016-11-05,3.9,1015.3,77,18.9,17.9,1.4,.9,1.2,1.8,5.2,5.8
22184,2016-11-06,7.2,1021.3,80,18.4,17.7,2.2,1.3,2.7,5.6,5.2,7.1
22184,2016-11-07,9.4,1022,69,19.1,18.4,3.3,1.9,2.8,4.6,7,8
22184,2016-11-08,10.7,1023.7,63,5.1,18,3.6,2.2,3.2,4.8,6.5,8
22184,2016-11-09,8.7,1027.1,57,11.8,18.2,3.2,1.9,2.9,4.9,7,9.1
22184,2016-11-10,7.4,1020,,,17.3,2.3,1.4,1.9,3.1,6.6,7.1
22184,2016-11-11,5.7,1020.7,,,17.1,2.4,1.5,2.1,3.5,6.5,7.1
22184,2016-11-12,3.2,1022.5,,,17.5,1.2,.7,.9,1.7,5.1,6.4
22184,2016-11-13,5.5,1020.4,,,17.5,1.1,.7,.8,1.5,4.9,5.8
22184,2016-11-14,7.8,1014.6,,,17.1,2,1.3,1.8,3.2,5.8,8
22184,2016-11-15,10.2,1020.2,,,17.1,2.8,1.6,2.2,3.9,5.6,8
22184,2016-11-16,5.4,1022.1,,,17.8,1.4,.9,1.3,2.3,5.6,8
22184,2016-11-17,6.4,1022.5,67,16.5,18.1,1.1,.7,1.1,1.8,4,5.8
22184,2016-11-18,8.8,1016.2,88,18,18.4,1.9,1.1,1.5,2.5,5,5.8
22184,2016-11-19,5.6,1015.1,91,17.5,17.7,1.3,.8,1.1,2,4.7,5.3
22184,2016-11-20,5.8,1019.5,80,16.2,18.1,1.4,.8,1.3,2.1,5.8,8
22184,2016-11-21,8.1,1016.3,86,17.7,18.9,2,1.2,1.7,2.7,5.6,7.1
22184,2016-11-22,10.7,1021.7,75,12.1,18.6,3.6,2.2,2.9,5,6.4,8
22184,2016-11-23,11.1,1024.9,63,9.5,18.1,3.6,2.1,2.5,4.5,6.8,9.1
22184,2016-11-24,8.9,1026.5,64,8.6,18.3,2.6,1.6,2.7,4.4,6.1,7.1
22184,2016-11-25,4,1027.2,59,9.5,18.4,1.1,.7,1,1.8,5.7,6.4
22184,2016-11-26,6.2,1022.2,77,11.4,17,1.2,.7,1.2,2,4,6.4
22184,2016-11-27,8.1,1021.6,60,12.2,16.8,1.6,1,1.7,3.2,4.1,5.8
22184,2016-11-28,9,1028,61,10.5,16.7,2.5,1.6,1.9,3.1,5.7,7.1
22184,2016-11-29,7.1,1031.6,55,10.9,16.3,1.8,1.1,1.4,2.6,4.8,6.4
22184,2016-11-30,5.7,1026.6,72,13.9,15.6,1.4,.8,1,1.8,4.6,5.8
22184,2016-12-01,9.3,1027.5,61,12.3,15.4,2.2,1.4,2,3.2,5.1,7.1
22184,2016-12-02,7.2,1030.8,63,9.6,15.2,1.8,1.1,1.7,2.8,4.9,7.1
22184,2016-12-03,3.5,1026.2,63,10.9,15.1,.8,.5,.8,1.3,3.8,4.9
22184,2016-12-04,3.8,1019.6,73,12.9,15,.6,.4,.4,.8,3.1,8
22184,2016-12-05,6.3,1019.7,74,13.4,14.5,1.4,.8,1.6,2.6,4.8,5.3
22184,2016-12-06,8,1026.3,64,8.1,13.8,2.7,1.7,2.6,4.2,7.6,10.7
22184,2016-12-07,4.8,1023.2,61,11.2,13.5,1.3,.8,1.1,1.9,5.2,7.1
22184,2016-12-08,3.1,1019.3,64,12.9,13.4,1.1,.6,.9,1.7,5,6.4
22184,2016-12-09,9.5,1019.8,67,11.2,13.2,2.6,1.6,2.1,3.4,5.7,8
22184,2016-12-10,7.8,1025.4,60,8,13.7,2.1,1.3,1.7,2.9,5.4,8
22184,2016-12-11,6.9,1026.5,56,8.8,13.7,1.6,1,1.4,2.5,4.5,5.8
22184,2016-12-12,6.4,1021.7,77,13.1,13.9,1.4,.8,1.2,2,4.6,5.8
22184,2016-12-13,8.8,1017.5,77,11.7,14.3,1.8,1.1,2,3,4.6,6.4
22184,2016-12-14,12.4,1020.5,63,8.1,14.7,4.1,2.5,3.1,5.3,6.7,9.1
22184,2016-12-15,11.3,1023.8,65,7,14.8,3.6,2.2,2.6,4.8,6.3,7.1
22184,2016-12-16,9.2,1028.5,60,6.5,14.7,3,1.8,2.8,4.3,6.2,7.1
22184,2016-12-17,3.1,1030.7,63,9.4,14.7,1.1,.7,1,1.6,5.3,7.1
22184,2016-12-18,3.9,1028.3,71,14,14.9,1.1,.7,.8,1.3,5.1,7.1
22184,2016-12-19,3.9,1023.3,91,15.5,15.2,1.2,.7,1,1.6,5,5.8
22184,2016-12-20,6,1025.2,83,12.5,15.6,1.1,.7,1,1.7,4.1,5.3
22184,2016-12-21,9.1,1019.6,89,16.9,15.6,2.4,1.4,1.8,3.2,5.4,6.4
22184,2016-12-22,11.6,1015.4,77,11.6,14.2,3.7,2.4,3.2,5,6.5,8
22184,2016-12-23,11.9,1021.7,71,8.4,15.3,4.4,2.7,3.1,5.5,7.6,9.1
22184,2016-12-24,6.1,1028.3,64,7.7,16,2.3,1.4,2.4,4.3,7.8,9.1
22184,2016-12-25,6.1,1027.8,75,11.4,16.3,1.2,.7,.9,1.5,5.1,12.8
22184,2016-12-26,9.2,1018.5,91,11.9,16.5,2,1.2,1.9,3.3,4.9,5.8
22184,2016-12-27,13.1,1023.9,67,7,16.3,4.5,2.7,4,7.2,7.2,10.7
22184,2016-12-28,8.1,1028.6,60,6.1,15.7,2.5,1.5,2.5,3.8,7,9.1
22184,2016-12-29,10.2,1030.4,67,6.7,15.9,2.8,1.7,2.3,3.9,5.4,7.1
22184,2016-12-30,6,1032.3,62,6.1,15.7,1.5,.9,1.5,2.8,5.2,7.1
22184,2016-12-31,2.5,1030.8,58,8.4,15.7,.6,.4,.6,1,5,8
22184,2017-01-01,2.2,1028.3,63,10.9,15.8,.4,.3,.3,.5,5.2,9.1
22184,2017-01-02,3.6,1023.3,77,12,15.8,.5,.3,.5,.9,4,8
22184,2017-01-03,5.2,1024.8,65,9.7,15.8,.9,.6,.8,1.2,3.7,4.6
22184,2017-01-04,4.4,1023.7,68,10.2,15.8,.7,.4,.6,1,3.3,9.1
22184,2017-01-05,9.1,1023.5,72,12.1,15.8,2,1.3,2.5,3.8,4.7,7.1
22184,2017-01-06,11,1024.1,74,12.5,15.7,3.6,2.2,3.2,5.9,6.8,8
22184,2017-01-07,9.4,1018.5,79,12.4,15.3,2.3,1.4,1.6,3.1,5.5,6.4
22184,2017-01-08,8.3,1013.7,78,11.2,14.6,2.2,1.3,1.7,3,5.9,8
22184,2017-01-09,10.2,1018.9,68,8.3,14.6,3.2,1.9,2.4,4.4,6,7.1
22184,2017-01-10,9.5,1023.8,62,6.9,14.6,2.4,1.5,1.7,2.8,5.3,7.1
22184,2017-01-11,7.6,1026.1,62,4.7,14.6,2.1,1.3,2,3.3,6,7.1
22184,2017-01-12,7.1,1020,61,7.9,14.2,1.7,1,1.7,2.7,4.8,6.4
22184,2017-01-13,9.3,1018,60,7.2,13.5,2.5,1.6,2.9,4.6,6,8
22184,2017-01-14,11.6,1024.5,68,4.4,13.6,3.6,2.1,2.6,4.3,6.1,8
22184,2017-01-15,9.7,1027.7,65,3.8,13.9,2.8,1.7,2.8,4.2,5.9,8
22184,2017-01-16,7.5,1028.4,56,5.3,14.5,1.7,1.1,1.4,2.4,4.6,6.4
22184,2017-01-17,4.2,1030.5,57,5.6,14.6,1,.6,.9,1.4,4.4,10.7
22184,2017-01-18,7.8,1029,63,7.3,14.6,1.4,.9,1.3,2.1,4.3,9.1
22184,2017-01-19,7.3,1023.6,67,6.4,14.4,1.5,.9,1.2,2.1,4.1,4.6
22184,2017-01-20,13.9,1024.4,69,4.4,14.3,5.8,3.6,5,8.3,8.5,10.7
22184,2017-01-21,7.2,1027.9,60,5.3,14.7,2.2,1.4,2.3,3.7,7.1,9.1
22184,2017-01-22,11.9,1028,67,4.9,14.6,3.8,2.3,2.8,4.5,6.7,8
22184,2017-01-23,10.7,1031,70,3.8,14.5,3.4,2,2.5,4.5,6.4,7.1
22184,2017-01-24,8.5,1033.9,63,4.8,14.5,2.2,1.4,1.6,2.7,5.3,7.1
22184,2017-01-25,6.8,1033.6,65,4.7,13.2,1.4,.8,1,1.9,4.2,5.8
22184,2017-01-26,4,1028.9,65,7.1,12.6,.8,.5,.8,1.3,3.9,7.1
22184,2017-01-27,8.7,1027.3,68,7.1,12.9,2.6,1.6,2.1,3.3,6,9.1
22184,2017-01-28,4.8,1024.9,61,8.4,12.3,1.1,.7,1.1,1.9,5.4,8
22184,2017-01-29,4.1,1016.7,89,11.3,10.1,1,.6,1.2,1.8,4.1,5.8
22184,2017-01-30,13,1025.1,70,4.8,12.9,4.2,2.5,3.4,6,6.8,9.1
22184,2017-01-31,7,1027.9,67,4,13.8,2,1.2,1.9,3.1,6.1,10.7
22184,2017-02-01,10.2,1028.4,67,5.6,13.8,2.6,1.6,2.3,3.9,5.2,6.4
22184,2017-02-02,7.2,1030.4,65,5.7,13.8,2.1,1.3,1.6,2.9,5.4,7.1
22184,2017-02-03,4,1026.6,64,7.7,13.8,.8,.5,.6,1.1,4.3,6.4
22184,2017-02-04,3.2,1019.3,69,11.2,12.3,.7,.4,.8,1.3,4.1,7.1
22184,2017-02-05,9.3,1015.4,79,9.1,12.1,2.3,1.5,2.3,3.6,5.4,7.1
22184,2017-02-06,11.8,1022.7,64,5.9,13.2,3.6,2.1,2.6,4.7,6.2,7.1
22184,2017-02-07,6.4,1024.3,61,5.5,13.6,1.9,1.1,1.6,2.8,5.8,8
22184,2017-02-08,7.8,1019.5,70,5.9,13.6,1.9,1.2,1.8,2.9,4.9,6.4
22184,2017-02-09,13.4,1017.2,71,4.5,13.4,4.4,2.7,3.3,5.5,7.1,9.1
22184,2017-02-10,12.3,1019.9,75,3.2,13.4,4.8,2.9,3.1,5.7,7.6,9.1
22184,2017-02-11,11.6,1025.5,69,4.5,13.5,4,2.5,3.4,5.4,6.8,8
22184,2017-02-12,7.3,1029.2,56,5.6,13.5,1.8,1.1,1.6,2.6,5.5,7.1
22184,2017-02-13,4.7,1031.3,54,8,13.1,1,.6,1.2,1.7,4.2,5.3
22184,2017-02-14,7.3,1033,64,7,12.9,1.7,1,1.4,2.3,5,5.8
22184,2017-02-15,3,1030.2,58,7.6,13.3,.6,.4,.6,1,4.9,6.4
22184,2017-02-16,8.4,1020.8,75,14.2,13,2.2,1.3,2,3.8,4.9,6.4
22184,2017-02-17,9.8,1021.9,75,8.5,12.5,3,1.9,2.3,4.1,6.1,9.1
22184,2017-02-18,8.6,1026.4,59,5.5,13.3,2.5,1.5,1.9,3.3,5.4,6.4
22184,2017-02-19,9,1017.3,60,11.2,13.4,2.5,1.6,3.8,6,5.7,8
22184,2017-02-20,11.8,1016.8,77,6.8,12.7,4.9,3.1,4.1,7,7.6,9.1
22184,2017-02-21,8.3,1027.4,69,7,13.5,2.5,1.6,2.5,4.2,6.5,9.1
22184,2017-02-22,8,1014.2,83,11.1,13.6,2.6,1.6,2.6,4.4,5.7,6.4
22184,2017-02-23,12.6,1020,69,5.7,13.4,4.2,2.6,3.5,5.3,6.9,8
22184,2017-02-24,8.8,1025.2,57,5.5,13.4,2.4,1.5,2.2,3.9,5.5,7.1
22184,2017-02-25,6.3,1023.8,61,8.7,13.4,1.4,.8,1.1,1.7,4.7,6.4
22184,2017-02-26,4.3,1024.6,57,7.9,12.1,.9,.6,.8,1.3,4.5,5.3
22184,2017-02-27,5.8,1026.3,,,11.9,1.1,.7,.8,1.3,3.8,4.6
22184,2017-02-28,3.3,1025,49,8.4,11.2,.6,.4,.6,1,5.2,7.1
22184,2017-03-01,6.3,1016.3,61,10.4,11.1,1.3,.8,2.7,4.9,4.4,7.1
22184,2017-03-02,12,1018,65,5.6,12.7,4.5,2.8,3.5,6,7.5,9.1
22184,2017-03-03,3.3,1020.7,58,7.6,13.2,1.3,.8,1.5,2.4,6,9.1
22184,2017-03-04,2.1,1018.4,69,10.5,13.7,.6,.4,.5,.8,4.6,7.1
22184,2017-03-05,4.3,1016.3,69,10,13.7,.7,.4,.9,1.5,4.2,5.8
22184,2017-03-06,10.8,1017.3,61,6.3,13.9,3,1.8,2.3,4,6,8
22184,2017-03-07,8.5,1018.1,62,5.1,14,2.1,1.3,2.1,3.6,5.5,7.1
22184,2017-03-08,10.2,1017.6,58,5.8,13.8,2.8,1.7,2.6,3.9,5.6,6.4
22184,2017-03-09,8.8,1016.5,57,9.1,13.6,2.5,1.5,2.4,3.7,6.2,7.1
22184,2017-03-10,3.9,1019.8,50,10.3,13.9,1.3,.8,1.5,2.5,5.1,6.4
22184,2017-03-11,1.5,1022.9,60,11.9,13.9,.4,.2,.3,.6,5.2,7.1
22184,2017-03-12,2.5,1020.8,71,12.1,11,.5,.3,.4,.7,4.6,8
22184,2017-03-13,7.5,1017.1,68,9.2,10,1.4,.9,1.6,3,4.4,8
22184,2017-03-14,11.2,1019.4,62,8.4,12.7,2.9,1.8,2.4,4.1,6,7.1
22184,2017-03-15,7,1023.3,56,7.9,13.1,1.9,1.2,1.7,3.1,5.4,7.1
22184,2017-03-16,2.8,1022,63,8.9,13.4,.9,.5,.7,1.2,5.7,10.7
22184,2017-03-17,4.7,1023.3,54,9.7,13.5,.9,.5,.8,1.2,3.6,7.1
22184,2017-03-18,3.1,1023.8,57,11.6,13.6,.5,.3,.4,.8,3.9,8
22184,2017-03-19,5.7,1024.1,57,12.5,13.6,.8,.5,.6,1.1,3.3,4.6
