지점,일시,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C),평균 최대 파고(m),평균 유의 파고(m),최고 유의 파고(m),최고 최대 파고(m),평균 파주기(sec),최고 파주기(sec)
22103,2002-05-01,12.5,1014.5,81,14.8,14,3.2,1.1,1.3,5.1,15.3,75
22103,2002-05-02,10.9,,,,,2.9,1,1.3,3.5,19.4,75
22103,2002-05-03,3.9,1016,87,15.6,15,1.2,.4,.6,1.7,12.8,75
22103,2002-05-04,2.8,1017.7,99,15.5,15.4,.8,.2,.3,1,13,75
22103,2002-05-05,5.3,1018.1,92,15.7,14.5,1.2,.4,1,2.8,15.9,75
22103,2002-05-06,12.8,1015.8,84,14.6,13.8,,1.2,1.6,,17.8,75
22103,2002-05-07,7.7,1010.1,96,15,13.9,2.3,.8,1.1,3.2,11.7,37.5
22103,2002-05-08,8.8,,,,,,,1.1,3,12.7,75
22103,2002-05-09,5.4,1017.9,83,14.8,13.9,1.3,.4,.8,1.8,10,11.8
22103,2002-05-10,4.1,1014.6,89,15.1,14.7,1.2,.4,.5,1.7,19.2,75
22103,2002-05-11,2.2,1017.4,89,15.1,14.9,1.1,.3,.5,1.4,11.9,75
22103,2002-05-12,3.3,1019.6,91,15.5,15.3,1,.3,.4,1.3,13.8,75
22103,2002-05-13,1.5,1019,93,16.8,16.2,.6,.2,.2,.8,10.2,10.9
22103,2002-05-14,5,1014.7,95,16.5,15.6,.9,.3,.7,2.3,10,10.9
22103,2002-05-15,12.1,1005.8,96,15.8,15.2,3.8,1.3,1.8,4.8,7.8,10.2
22103,2002-05-16,3.7,1009.3,96,15.5,15.2,1.7,.5,.8,2.6,8.1,10.2
22103,2002-05-18,3.3,1009.3,96,15.6,15.5,1,.3,.5,1.4,9.6,10.9
22103,2002-05-19,5.9,1007.8,93,15.3,15.2,1,.3,.5,1.5,10.6,20
22103,2002-05-20,3.7,1009.9,94,16,15.8,.6,.1,.2,.8,22.4,75
22103,2002-05-21,3,1010.9,90,17.1,16.5,,.1,.2,,,
22103,2002-05-22,3.4,1009.2,86,17.4,16.5,.5,.1,.2,.6,10.5,11.8
22103,2002-05-23,3.5,1008.6,78,18.4,16.9,.6,.2,.3,.9,12.8,75
22103,2002-05-24,5.2,1010.3,70,18,16.1,.7,.2,.3,1,30.7,75
22103,2002-05-25,5.9,1009.5,78,17.3,15.9,.8,.2,.3,1,39.8,75
22103,2002-05-26,5.9,1009.8,77,17.6,16,.9,.3,.4,1.4,31.8,75
22103,2002-05-27,2.4,1013.1,78,18,16.9,.5,.1,.2,.7,31.7,75
22103,2002-05-28,2,1013.2,92,17.5,16.4,.5,.1,.2,.8,32.4,75
22103,2002-05-29,3.2,1012.4,95,17.6,16.8,.6,.2,.3,1.1,44.9,75
22103,2002-05-30,3.6,1009.4,83,17.4,15.9,1.1,.3,.5,1.5,40.1,75
22103,2002-05-31,4.2,1006.5,97,16.8,16,1.5,.5,.8,2.1,16,75
22103,2002-06-01,6.2,1006.7,98,16.3,15.9,1.2,.4,.5,1.4,11.1,75
22103,2002-06-02,3.2,1009,99,16.9,16.3,.7,.2,.3,1.1,15.2,75
22103,2002-06-03,2.5,1010.7,99,17.1,16.3,.5,.1,.1,.6,28.4,75
22103,2002-06-04,2.6,1011.3,96,16.5,16.3,.4,.1,.1,.5,31.6,75
22103,2002-06-05,3.7,1011.3,91,18.5,17,.5,.2,.3,1,42.5,75
22103,2002-06-06,4,1012.8,95,18.9,18.5,1.1,.3,.4,1.4,33.4,75
22103,2002-06-07,2.2,1013.3,100,18.9,18.8,.7,.2,.3,1,20.2,75
22103,2002-06-08,,1012.1,97,19.7,19.5,1.2,.4,.5,1.5,8.7,17.6
22103,2002-06-09,4.4,1012,95,19.6,19.1,1.1,.3,.5,1.7,17.3,75
22103,2002-06-10,6.3,1003.2,99,21.6,18.7,1.4,.5,.7,2.3,13.3,75
22103,2002-06-11,6.1,1002.6,91,20,18.5,1.8,.6,.8,2.3,10,11.8
22103,2002-06-12,3.5,1005.7,93,20.7,19.1,1.5,.5,.7,1.9,7.9,10.9
22103,2002-06-13,4.1,1005.1,90,19.9,19,1.3,.4,.5,1.7,6.9,10.2
22103,2002-06-14,5.4,1008.7,81,19.2,18.3,1,.3,.5,1.5,6,9.5
22103,2002-06-15,1.9,1010.5,83,19.9,19,.8,.2,.3,1,10.3,75
22103,2002-06-16,,1010.7,90,20.4,20.2,,,,,,
22103,2002-06-17,3.1,1008.7,95,20.3,19.9,.8,.3,.3,1.2,20.4,75
22103,2002-06-18,3.5,1009.1,89,20.1,19.1,1.2,.4,.6,1.6,15.8,75
22103,2002-06-19,3.9,1006.4,95,21.1,19.1,1.6,.5,1.3,3.6,16.6,75
22103,2002-06-20,3.8,1002.9,89,21.3,21.1,2.3,.8,1.1,3.1,21.8,75
22103,2002-06-21,2.6,1005,93,21,20.1,1.3,.4,.6,1.6,4.5,8.5
22103,2002-06-22,9.1,1010.9,86,20.1,19,2.2,.8,1,3,38.5,75
22103,2002-06-23,9.7,1011.4,88,19.8,19.8,2.2,.8,.9,3.2,10.9,27.3
22103,2002-06-24,14.4,1004,89,19.1,19.6,4.3,1.6,2.1,5.8,20.5,75
22103,2002-06-25,10.2,1009.3,76,19.4,19.7,2.8,.9,1.5,4.9,9.1,10.2
22103,2002-06-26,5.2,1014.8,69,18.9,19.5,1.5,.5,.8,2.2,8.7,10.2
22103,2002-06-27,1.5,1015.8,75,20.1,20.6,.9,.3,.4,1.2,22,75
22103,2002-06-28,5.4,1013.6,85,20.3,20.1,.9,.3,.4,1.5,13.2,75
22103,2002-06-29,8.5,1009.2,88,21,20.3,1.8,.6,.8,2.4,25.5,75
22103,2002-06-30,8.1,1008,92,21,20.7,1.8,.6,.7,2.5,40.1,75
22103,2002-07-01,4.3,1010.5,98,21.3,20.7,1.2,.4,.5,1.4,12,75
22103,2002-07-02,3.6,1012,99,21.7,20.8,1,.3,.4,1.4,10,10.9
22103,2002-07-03,2.4,1013.7,100,21.9,21.4,1.8,.7,.9,3.1,12.5,15.8
22103,2002-07-04,5.2,1011.8,98,22.4,21.1,3.2,1.1,1.3,3.7,12.6,15
22103,2002-07-05,13,999.3,94,23,20.1,7,2.6,3.2,10.2,11.7,14.3
22103,2002-07-06,12.3,997.5,94,20.9,19.7,5.7,2,3.2,9.2,9.9,10.9
22103,2002-07-07,,1005.1,97,21,19.8,,,,,,
22103,2002-07-08,4.5,1007.1,96,20.4,19.6,1.4,.5,1,2.3,12.6,16.7
22103,2002-07-09,5.5,1003.3,97,21,19.7,1.9,.7,1.2,2.8,13.5,15.8
22103,2002-07-10,2,999.7,95,21.6,20.7,2,.7,1.1,3,12.9,16.7
22103,2002-07-11,2.7,1002,92,21.3,20.9,1.4,.4,.6,1.6,10.1,11.8
22103,2002-07-12,1.4,1004.6,96,21.3,21.2,1.3,.4,.6,1.7,10.1,10.9
22103,2002-07-13,3.3,1004.2,90,22.9,21.6,1.3,.4,1.5,3.8,9.9,11.8
22103,2002-07-14,5.2,1003,92,23.4,21.6,3.1,1.1,1.9,5.7,13.5,17.6
22103,2002-07-15,2.6,999.2,91,23.9,22.5,3,1,1.6,4.3,12.9,16.7
22103,2002-07-16,4.8,998.9,91,22.6,20.2,1.9,.6,1.1,4,10.3,11.8
22103,2002-07-17,4.3,1001,89,21.5,20.3,2.2,.7,1.1,3.4,9.3,10.2
22103,2002-07-18,3.2,1003.7,91,21.6,20.2,1.9,.7,.8,2.2,9.2,9.5
22103,2002-07-19,6.2,1003.8,86,21.6,19.2,3.3,1.2,1.4,4.1,9.7,10.9
22103,2002-07-20,2.2,1011.2,88,21.9,19.9,2.2,.8,1.1,3.5,9,10.2
22103,2002-07-21,3.7,1010.2,92,22.1,20.2,1.7,.6,.9,2.3,6,9
22103,2002-07-22,3.3,1010.3,89,22.5,19.9,1.1,.4,.5,1.5,21.9,75
22103,2002-07-23,2.9,1010.5,97,23.9,21.9,1,.3,.4,1.3,10,12.8
22103,2002-07-24,1.6,1009.6,88,23.6,23.1,.9,.3,.3,1.2,12,16.7
22103,2002-07-25,4.7,1004.5,84,23.4,23,1.3,.4,1.1,3.1,14.2,18.8
22103,2002-07-26,12.6,999.9,95,23.9,21.7,4,1.5,2.2,5.8,11.9,75
22103,2002-07-27,10.9,1008.9,100,23.6,20.6,3.2,1.1,1.7,4.6,12.5,75
22103,2002-07-28,7.1,1012.8,100,22.8,20.9,2,.7,.9,2.9,10.2,11.8
22103,2002-07-29,2.5,1012.8,100,23.3,21.9,.8,.2,.3,1.2,9.1,10.2
22103,2002-07-30,,,,,,,,.2,.8,,10.2
22103,2002-07-31,2.2,1014.1,86,24.7,23.8,.5,.1,.2,.7,9.2,15.8
22103,2002-08-01,2.8,1014.8,96,25.3,25,.7,.2,.3,1,12.5,75
22103,2002-08-02,4.7,1013.1,92,24.6,24.3,1.1,.3,.4,1.3,8.4,10.2
22103,2002-08-03,4.4,1011.5,80,24.6,23.5,.9,.3,.3,1.2,8.8,9.5
22103,2002-08-04,3,1010.1,83,25.7,24.6,1,.3,.4,1.3,8.4,9
22103,2002-08-05,5.6,1010.1,75,25.6,22.8,2,.7,1.2,3.1,8.9,10.2
22103,2002-08-06,7.3,1009.8,83,25.3,22.2,3.6,1.2,1.7,5.2,9.9,10.9
22103,2002-08-07,10.8,1006.3,81,25.3,22.3,,,1.9,5.3,8.6,10.2
22103,2002-08-08,6.9,,,,,,,,,,
22103,2002-08-09,1.8,1006.1,86,22.3,21.6,2.6,.9,1.2,4.2,8.6,9.5
22103,2002-08-10,3.5,1008.7,90,22.8,22,2,.7,.8,2.5,8.5,9
22103,2002-08-11,3.1,1014.6,86,22.2,22.3,2,.7,.9,3.3,6.8,9.5
22103,2002-08-12,5.3,1015,88,23,22.3,1.4,.4,.6,1.6,12.5,75
22103,2002-08-13,3.3,1013.6,69,22.2,22.1,.9,.3,.4,1.4,8.9,10.9
22103,2002-08-14,5.6,1011,57,22.3,22.9,1,.3,.5,1.5,9.6,11.8
22103,2002-08-15,4.3,1008.5,51,24.4,23,1.2,.4,.5,1.7,12.9,75
22103,2002-08-16,5.5,1010.1,55,23.5,24.1,1.1,.3,.5,1.5,10.4,11.8
22103,2002-08-17,6.6,1010.2,56,24,23.8,1.5,.5,.6,1.7,14,17.6
22103,2002-08-18,4.8,1010.6,55,24.3,24,1.5,.5,.7,2,12.7,17.6
22103,2002-08-19,4.7,1012.1,52,24,24.3,1.6,.5,.6,2,15,75
22103,2002-08-20,7.1,1014.2,52,23.4,23.7,1.8,.6,.8,2.4,11.3,11.8
22103,2002-08-21,3.6,1014.7,50,23.6,24.8,1.3,.4,.6,1.9,10.7,11.8
22103,2002-08-22,2,1012.7,51,24.5,24.4,.8,.3,.3,1.1,10.5,11.8
22103,2002-08-23,3.7,1009.5,51,24.7,23.7,1.5,.5,.6,2.3,12.6,75
22103,2002-08-24,2.2,1008.2,50,24.4,23.9,1.2,.4,.5,1.7,9.4,11.8
22103,2002-08-25,2.7,1009.5,54,24.7,24.2,1,.3,.4,1.3,21.5,75
22103,2002-08-26,4.3,1009.7,57,25.5,24.5,1,.3,.4,1.3,26.6,75
22103,2002-08-27,5.2,1009.5,56,27,25.9,1.3,.4,.5,1.7,17.7,75
22103,2002-08-28,2.4,1011.4,58,27.6,27.4,1,.3,.4,1.5,13.6,16.7
22103,2002-08-29,9.6,1008.4,51,26.9,27.1,2.2,.8,1.6,4.4,14.9,17.6
22103,2002-08-30,14.6,1001.1,46,26.3,25.7,4.5,1.7,2.4,6.5,16.5,75
22103,2002-10-03,,,,,,,,0,.2,,75
22103,2002-10-17,,,,,,,,.3,1.4,,12.8
22103,2002-10-24,,,,,,,,.2,.7,,10.9
22103,2002-10-25,1.9,1025.1,54,17.6,20,.5,.1,.2,.7,9.9,14.3
22103,2002-10-26,8.9,1018.3,60,15.1,19.3,1.7,.6,.9,2.9,45.4,75
22103,2002-10-27,10.7,1020.1,58,12.2,18.6,2.5,.8,1.2,4.2,39.1,75
22103,2002-10-28,9.3,1022.2,65,11.3,17.6,1.7,.6,.8,2.5,45.3,75
22103,2002-10-29,6.7,1026.5,53,11.9,17.4,1.1,.4,.6,2.1,35,75
22103,2002-10-30,5.8,1028,59,14.7,17.2,1.1,.3,.6,1.8,10.8,14.3
22103,2002-10-31,6.2,1022.5,72,16,17.4,1.3,.4,.5,1.7,11.4,12.8
22103,2002-11-01,10.8,1019.3,60,12.7,17.1,2,.7,1,2.7,40.2,75
22103,2002-11-02,9.7,1019.8,60,11.1,16.5,1.8,.6,.9,2.7,29.6,75
22103,2002-11-03,11.5,1018,58,11.6,16.7,2.3,.8,1.1,3.2,27.1,75
22103,2002-11-04,10.4,1024.1,60,9.5,15.7,2.1,.8,.9,2.7,12.7,75
22103,2002-11-05,3.7,1028.9,61,11.5,15.3,.8,.3,.5,1.4,11.3,14.3
22103,2002-11-06,,,,,,,,.2,.7,,10.9
22103,2002-11-07,,,,,,,,1.1,3.4,,75
22103,2002-11-08,,1018.5,61,10.4,15.7,2.6,.8,1.3,4,52.9,75
22103,2002-11-09,,1022.7,58,9.2,15.2,2.2,.8,1.1,3.6,18.4,75
22103,2002-11-10,,1021.9,65,14.6,15.3,1.1,.4,.6,1.7,10.2,11.8
22103,2002-11-11,,1015.9,80,17.7,15.7,2.4,.8,1,3.2,8.5,20
22103,2002-11-19,,1032.1,47,8.1,14.3,,,,,,
22103,2002-11-20,,1029.4,58,11,15.5,,,.2,.7,,10.9
22103,2002-11-21,,1028.2,59,11.3,15.2,,,,,,
22103,2002-11-22,,,,,,,,.3,1,,9.5
22103,2002-11-29,3.7,1027.3,73,14.1,15.2,.7,.2,.3,1,10.4,14.3
22103,2002-12-14,,,,,,,,.2,.7,,11.8
22103,2002-12-15,4.4,1029.1,31,8.1,15.8,.7,.2,.7,1.7,13.6,75
22103,2002-12-16,9.3,1020.1,,,15,2.8,1,3.8,8.9,39.7,75
22103,2002-12-19,,1024.8,,,13.2,,,.9,2.6,,10.9
22103,2002-12-20,,,,,,,,.9,2.6,,10.2
22103,2003-04-14,,,,,,,,.2,1.6,,11.8
22103,2003-04-15,,,,,,,,.2,1.6,,75
22103,2003-04-16,2,1022.4,91,14.9,13.7,.8,.1,.2,1.8,12.5,75
22103,2003-04-17,4.2,1020.5,95,16.5,13.6,1.3,.4,.5,2.2,13.5,75
22103,2003-04-18,7.2,1013.4,96,17.3,13.3,2.1,.7,1.2,3.7,14.4,17.6
22103,2003-04-19,6.3,1010.5,95,13.4,13,2.3,.8,1.1,3.2,10.9,12.8
22103,2003-04-20,6.4,1014.2,90,13,12.9,1.7,.6,.8,2.2,10.6,11.8
22103,2003-04-21,,1022.2,71,13.2,12.8,,,1.4,4.2,,12.8
22103,2003-04-22,,,,,,,,1.2,3.9,,14.3
22103,2003-04-23,4.4,1013.4,99,15.3,13.3,2,.7,1,2.9,11.3,12.8
22103,2003-04-24,3,1012.9,95,14.2,13.5,1.5,.5,.6,1.8,10.5,12.8
22103,2003-04-25,6.5,1005.6,96,14.7,13,1.9,.6,.8,3.2,9.7,12.8
22103,2003-04-26,5.9,1014.7,89,14.3,13,2.1,.7,1.1,3.2,9.8,12.8
22103,2003-04-27,3.3,1018.9,84,15.3,13.5,1,.2,.4,1.6,12.7,75
22103,2003-04-28,1.9,1020.5,84,16.2,14.3,.8,.1,.2,1.5,9.5,10.9
22103,2003-04-29,8.3,1010.6,95,16.2,13.4,2.4,.8,1.6,4.6,25.6,75
22103,2003-04-30,7.4,1014.3,84,14.6,13,1.7,.5,1.1,2.8,24.8,75
22103,2003-05-01,3.3,1018.1,83,15,14.2,1.1,.2,.4,2.5,18.1,75
22103,2003-05-02,,,,,,,,.3,1.5,,11.8
22103,2003-05-03,2.1,1015,99,15.1,14.5,1,.2,.3,1.8,19,75
22103,2003-05-04,4.1,1014.4,96,15.6,14.3,.9,.3,.4,1.5,12,75
22103,2003-05-05,8.4,1012.8,92,15.1,13.5,1.9,.6,.9,2.8,22.4,75
22103,2003-05-06,6,1008.9,99,15.7,13.9,1.7,.5,.9,2.8,12.4,75
22103,2003-05-07,5.9,1003.2,100,17.5,14,2.1,.8,1.3,4.1,15.7,75
22103,2003-05-08,9.8,1012.6,81,13.9,13.5,3,1.1,1.8,5.2,10.1,75
22103,2003-05-09,4.6,1020.1,67,13.9,13.9,1.6,.5,.8,2.4,9.8,10.2
22103,2003-05-10,,,,,,1.1,.3,.4,1.7,15.9,75
22103,2003-05-11,2.3,1018.7,83,15.9,15.2,1,.2,.2,1.6,12.6,75
22103,2003-05-12,3.4,1020.6,97,16.3,15.2,.8,.2,.2,1.6,9.5,11.8
22103,2003-05-13,5.5,1016.6,97,16.7,15,.8,.3,.4,1.1,9.5,15.8
22103,2003-06-01,,999.7,58,4.4,,,,,,75,75
22103,2003-06-03,,,,,,,,.4,1.3,,10.9
22103,2003-06-04,,1009.7,84,19.2,18.2,1,.3,.5,1.3,9.9,12.8
22103,2003-06-05,,1009.8,84,18.9,18.3,,,.5,1.5,,10.9
22103,2003-06-06,,1009,91,19.7,18.8,,,.3,1,,10.2
22103,2003-06-07,,1011.4,96,20.4,19.5,.6,.2,.2,.7,8.8,10.9
22103,2003-06-08,,1013.7,93,20.8,19.5,.6,.2,.3,.8,10,10.9
22103,2003-06-09,,1010.2,90,20.6,18.4,2.1,.7,1.1,3.3,9.8,10.9
22103,2003-06-10,,1007.5,89,20.8,18.5,2.5,.9,1.1,3,9.4,10.9
22103,2003-06-11,,1006.3,95,20.5,18.5,1.8,.6,.7,2.2,9.7,11.8
22103,2003-06-12,,1001.2,97,20.8,19.7,1.5,.5,.8,2.3,10.1,33.3
22103,2003-06-13,,1007.3,92,20.1,19.1,1.3,.4,.6,2.1,9.4,10.9
22103,2003-06-14,,,,,,,,.6,1.6,,9.5
22103,2003-06-15,,1009.7,96,20.8,19.5,.8,.2,.3,1,8.6,10.9
22103,2003-06-16,,1011.9,97,21.1,19.7,.9,.2,.3,1,8,11.8
22103,2003-06-17,,1012.8,99,20.9,19.7,.6,.2,.3,1,10.4,14.3
22103,2003-06-18,,1009,68,20.9,19.1,2.4,.8,1.4,3.9,11.6,14.3
22103,2003-06-19,,999.6,38,20.6,18.5,4.2,1.5,2.5,7.9,12,15.8
22103,2003-06-20,,1009.5,91,20,19.2,2.5,.8,1.3,3.1,9.9,11.8
22103,2003-06-21,,1012.3,99,21.4,20.4,1.3,.4,.5,1.8,8.5,12.8
22103,2003-06-22,,1010.7,95,22.3,21.1,1.2,.4,.6,1.8,16.3,75
22103,2003-06-23,,1001.1,37,22,19.7,1.7,.6,1.2,2.8,15.4,75
22103,2003-06-24,,1000.2,84,20.9,19.5,2.4,.8,1.1,3.5,7.7,9.5
22103,2003-06-25,,1002.4,39,21.3,19.8,1.8,.6,.7,2.5,5.8,9
22103,2003-06-26,,1007.2,84,21.5,21,1.4,.4,.5,1.8,7.3,12.8
22103,2003-06-27,,1001.6,99,22.7,20.3,2.8,1,1.6,4.5,11.8,33.3
22103,2003-06-28,,1005.1,96,20.3,19.2,2.9,1,1.5,4,8.7,9.5
22103,2003-06-29,,1008.8,96,21,19.8,2,.7,.9,2.8,8.5,9
22103,2003-06-30,,,,,,1.4,.4,.6,1.8,4.6,11.8
22103,2003-07-01,,1007.7,96,20.5,20.2,2.2,.8,.9,2.6,28.4,75
22103,2003-07-02,,1011.9,95,21.9,21.1,1.8,.6,.8,2.3,5.8,12.8
22103,2003-07-03,,1004.1,97,21.9,20.1,2.9,1,1.3,3.8,23.1,75
22103,2003-07-04,,1007.3,98,20.3,19.5,1.9,.7,1,2.7,5.2,8.5
22103,2003-07-05,,1006.4,100,21,19.8,2.1,.7,.8,2.5,6.1,10.2
22103,2003-07-06,,1006.6,100,21.6,19.4,1.9,.6,.8,2.2,9.8,75
22103,2003-07-07,,1009,100,21.2,19.7,1.6,.5,.7,2,8.8,75
22103,2003-07-08,,1010.5,100,22.5,21.2,1.6,.5,.6,1.9,18.1,75
22103,2003-07-09,,1008.4,63,22.9,19.9,1.7,.6,.8,2.6,18.1,75
22103,2003-07-10,,1007.4,46,21.5,19.1,2.1,.7,.9,3.2,12,75
22103,2003-07-11,,1007.2,54,21.7,18.9,2.1,.7,.9,2.5,10.2,75
22103,2003-07-12,,1009.2,72,20.8,19.1,1.6,.5,.7,2.1,6.9,10.9
22103,2003-07-13,,1003.8,99,21,18.5,1.6,.5,.8,2.7,31.2,75
22103,2003-07-14,,1007.1,94,20.5,19.1,1.5,.5,.6,2,11.4,75
22103,2003-07-15,,1007.8,92,21.2,20.5,1.6,.5,.7,2.1,17.1,75
22103,2003-07-16,,1011.3,89,21.5,20.5,1.6,.5,.8,2.3,9.9,11.8
22103,2003-07-17,,1009.6,95,22.1,20.9,1.9,.6,.7,2.6,12.5,33.3
22103,2003-07-18,,1003.1,86,23,20.8,3,1,1.4,4.2,21.8,75
22103,2003-07-21,,,,,,,,.6,2,,10.9
22103,2003-07-22,4.4,1012.4,86,24.2,22,1.4,.4,.5,1.6,10.1,11.8
22103,2003-07-23,5.7,1010.6,86,23.7,21.3,1.9,.7,.8,2.5,13.5,16.7
22103,2003-07-24,3,1012.6,81,24.2,23,1.8,.6,.8,2.2,11.9,15.8
22103,2003-07-25,4.8,,,,,1.8,.6,.9,2.8,10.6,11.8
22103,2003-07-28,5.5,1009.5,87,24,23.4,1.3,.4,.6,1.9,9.7,10.2
22103,2003-07-29,5.7,1003.5,91,25,23.3,1.3,.4,.6,1.7,15.1,75
22103,2003-07-30,7.1,1006.4,79,24.2,23.7,1.8,.6,.7,2.9,34.8,75
22103,2003-07-31,7.5,1008,76,24.1,24.5,1.7,.6,.7,2.1,16.3,75
22103,2003-08-01,5.2,1007.6,80,24.9,25.4,1.3,.4,.6,1.9,10.6,15.8
22103,2003-08-02,3.3,1008.1,89,27.6,25.7,.8,.2,.3,.9,10.2,10.9
22103,2003-08-03,2.4,1010,96,28.3,25.7,.9,.3,.3,1.1,10,11.8
22103,2003-08-04,1.9,1011.3,92,28.3,26.8,.7,.2,.3,.9,9.6,10.2
22103,2003-08-05,4.2,1011.3,96,27.2,26.3,.9,.3,.4,1.2,9.5,14.3
22103,2003-08-06,4,1009.1,92,28,26.9,1.2,.4,.5,1.5,12.4,75
22103,2003-08-07,6,1004.8,87,26.1,26.3,2.2,.8,1.3,3.5,13.6,16.7
22103,2003-08-08,7.2,996.7,81,25.6,25.5,2.6,.9,1.5,4.2,13.5,16.7
22103,2003-08-12,3.4,1011.1,90,25.3,24.6,.8,.2,.4,1.2,12.3,75
22103,2003-08-13,6,1012.2,91,25.4,25.1,1,.3,.5,1.7,10.2,14.3
22103,2003-08-14,,1010.7,81,25.3,25.5,,,,,,
22103,2003-08-15,13,1011.7,80,25.3,25.5,3.6,1.3,1.6,4.8,8.3,10.9
22103,2003-08-22,3.3,1016.9,79,28.5,27.3,1.5,.5,.6,1.8,8.9,9.5
22103,2003-08-23,3.8,1013.7,89,28.3,27.8,1,.3,.4,1.3,9.1,10.2
22103,2003-08-24,5.3,1010.9,90,28.3,27.3,1.3,.5,.7,1.9,10.8,14.3
22103,2003-08-25,5.7,1009.1,91,27.4,26.6,1.8,.6,.9,2.3,9.7,10.9
22103,2003-08-26,4.3,1010.3,84,26.8,26.3,1.4,.5,.5,1.7,9.2,10.9
22103,2003-08-27,7.3,1006.6,59,27.4,26.3,2,.7,1,2.8,9.9,11.8
22103,2003-08-28,6.7,1008.1,11,26.4,25.4,2.3,.8,1.1,3,5.9,10.2
22103,2003-08-29,4,1011.6,26,25.3,25.1,1.2,.4,.6,1.8,6.8,10.2
22103,2003-10-01,,,,,,,,.3,1,,11.8
22103,2003-10-02,7.4,1018.5,64,20.3,22.4,1.1,.4,.6,2.3,11.1,18.8
22103,2003-10-03,8.2,1022.4,52,19,21.9,1.4,.5,.6,2,17.2,75
22103,2003-10-04,6.5,1023.9,49,18.7,21.6,1.3,.4,.7,1.8,19,75
22103,2003-10-05,6.2,1023.3,56,19,21.2,1.3,.4,.5,1.8,20.1,75
22103,2003-10-06,5.2,1022.4,60,19.3,21.1,1,.3,.4,1.6,10.5,12.8
22103,2003-10-07,7.4,1021.4,70,20,20.9,1.6,.5,.7,2.2,26.9,75
22103,2003-10-08,9.5,1020.3,73,20.1,20.3,2.5,.8,1.1,4,41.7,75
22103,2003-10-09,7.1,1021.6,80,19.9,20.2,1.9,.6,1.1,3.6,12.6,75
22103,2003-10-10,6.6,1021.3,84,20.2,20.3,1.5,.5,.6,2.1,10.4,11.8
22103,2003-10-11,,,,,,,,1,2.9,,11.8
22103,2003-10-12,5.8,1012.1,87,20.5,20.5,2,.7,1.2,3.2,9.2,10.9
22103,2003-10-13,8.9,1015.7,88,18.8,20.5,2.3,.8,1.5,4.6,12.1,37.5
22103,2003-10-14,7.6,1016.5,73,17.5,20.4,1.9,.6,.9,3,10.7,30
22103,2003-10-15,9.6,1018.4,59,16.1,20.6,2,.7,1,2.7,9.9,16.7
22103,2003-10-16,5.9,1020.4,60,17,19.7,1.1,.4,.5,1.5,10,18.8
22103,2003-10-17,4.5,1020.4,62,17.1,19.7,.9,.3,.4,1.2,12.2,75
22103,2003-10-18,6.2,1021.4,65,17.9,19.6,.9,.3,.4,1.3,9.7,14.3
22103,2003-10-19,5.8,1022.1,56,16.3,19.3,1,.3,.4,1.4,24,75
22103,2003-10-20,2.2,1019.7,67,17,19.3,.6,.2,.2,.8,9.3,10.2
22103,2003-10-21,4.8,1017,75,17.4,19.7,.6,.2,.2,.8,10,15.8
22103,2003-10-22,8.5,1016.1,64,17.4,18.9,1.3,.4,.9,2.6,11.5,27.3
22103,2003-10-23,10.3,1019.6,53,13.4,18.6,2,.7,.8,2.4,14.5,75
22103,2003-10-24,7.2,1018.5,62,14.1,18.2,1.2,.4,.7,1.9,11.8,15
22103,2003-10-25,6.9,1016.9,67,16.1,17.8,1,.3,.6,1.7,11.6,14.3
22103,2003-10-26,6.4,1020.2,64,15.1,17.1,1.1,.3,.5,1.9,12.2,14.3
22103,2003-10-27,3.2,1021.4,67,17,17.5,.8,.3,.6,1.6,10.6,12.8
22103,2003-10-28,10.4,1019.5,60,15,16.8,2.6,.9,1.2,3.4,29.4,75
22103,2003-10-29,,,,,,,,.8,2.3,,75
22103,2003-10-30,4.9,,,,,1,.3,.4,1.3,10.3,12.8
22103,2003-10-31,4.1,1019.7,88,15.8,16.1,.9,.3,.3,1.1,13.6,18.8
22103,2003-11-01,2.6,1019.5,94,15.7,15.8,.6,.2,.2,.9,12.2,15.8
22103,2003-11-02,1.7,1019.9,92,16.5,17,.6,.2,.3,.9,10.6,12.8
22103,2003-11-03,6.1,1018.9,76,15.6,16,1.1,.3,.6,1.9,11.1,12.8
22103,2003-11-04,7.2,1023.1,75,15.1,16.1,1.6,.5,.8,2.5,9.7,10.9
22103,2003-11-05,7.2,1018.9,88,16.6,19,1.4,.5,.6,1.7,9.8,11.8
22103,2003-11-06,4.1,1019.5,82,17.3,18.6,1.1,.4,.6,1.7,9.6,14.3
22103,2003-11-07,3.3,1019,90,17.4,19,1,.3,.5,1.4,9,11.8
22103,2003-11-08,,,,,,,,.2,.6,,9.5
22103,2004-01-03,,,,,,,,0,.6,,75
22103,2004-01-29,,,,,,,,.2,1.2,,14.3
22103,2004-01-30,5.5,1021,56,7.5,14.4,1,.3,.4,2,13.8,75
22103,2004-01-31,3.3,1022.8,66,9.6,14.7,.7,.2,.3,1.1,9.8,11.8
22103,2004-02-01,5.2,1016.5,74,12.5,15.4,.8,.2,.4,1.4,11.1,16.7
22103,2004-02-02,11.2,1015.2,66,6.4,15.3,2.2,.7,1,3.2,41.9,75
